Action,Item Id,Main Category,Sub Categories,Item Code,Product Title,Product Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
add/edit,205911,Uncategorized Items,Uncategorized Items,N35FACILITY-010,POLISH PAPER FOR WALL SCRAPPING GRIT- 100,POLISH PAPER FOR WALL SCRAPPING GRIT- 100,811418,,,,,9.51,9.51,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205912,Uncategorized Items,Uncategorized Items,N37LIGHTCUNTRY,"LIGHT COUNTRY/ GENERIC - EQUIVALENT, 6A 250V AC, T105/55 1E4C/ EQUIVALENT - SPST ROCKER SWITCH","LIGHT COUNTRY/ GENERIC - EQUIVALENT, 6A 250V AC, T105/55 1E4C/ EQUIVALENT - SPST ROCKER SWITCH",811418,,,,,380,380,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205913,Uncategorized Items,Uncategorized Items,N37TEKNIC-002,TEKNIC 3PLBR4L240AC PILOT LIGHT RED COLOUR,TEKNIC 3PLBR4L240AC PILOT LIGHT RED COLOUR,231531,,,,,146.41,146.41,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205914,Uncategorized Items,Uncategorized Items,N37TEKNIC-003,TEKNIC 3PLBR3L24 PILOT LIGHT RED COLOUR,TEKNIC 3PLBR3L24 PILOT LIGHT RED COLOUR,231531,,,,,146.41,146.41,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205915,Uncategorized Items,Uncategorized Items,N37TEKNIC-004,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB TRANSWHITE (2PLL1),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB TRANSWHITE (2PLL1),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205916,Uncategorized Items,Uncategorized Items,N37TEKNIC-005,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB GREEN (2PLL3),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB GREEN (2PLL3),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205917,Uncategorized Items,Uncategorized Items,N37TEKNIC-006,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB RED (2PLL4),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB RED (2PLL4),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205918,Uncategorized Items,Uncategorized Items,N37TEKNIC-007,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB BLUE (2PLL6),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB BLUE (2PLL6),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205919,Uncategorized Items,Uncategorized Items,N37TEKNIC-008,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB AMBER (2PLL5),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH FILAMENT BULB AMBER (2PLL5),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205920,Uncategorized Items,Uncategorized Items,N37TEKNIC-009,TEKNIC SPARE LENS FOR FOR PILOT LIGHTS WITH LED TRANSWHITE (2PLL1L),TEKNIC SPARE LENS FOR FOR PILOT LIGHTS WITH LED TRANSWHITE (2PLL1L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205921,Uncategorized Items,Uncategorized Items,N37TEKNIC-010,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED GREEN (2PLL3L),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED GREEN (2PLL3L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205922,Uncategorized Items,Uncategorized Items,N37TEKNIC-011,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED RED (2PLL4L),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED RED (2PLL4L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205923,Uncategorized Items,Uncategorized Items,N37TEKNIC-012,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED BLUE (2PLL6L),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED BLUE (2PLL6L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205924,Uncategorized Items,Uncategorized Items,N37TEKNIC-013,TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED AMBER (2PLL5L),TEKNIC SPARE LENS FOR PILOT LIGHTS WITH LED AMBER (2PLL5L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205925,Uncategorized Items,Uncategorized Items,N37TEKNIC-014,TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED GREEN (2LAL3L),TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED GREEN (2LAL3L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205926,Uncategorized Items,Uncategorized Items,N37TEKNIC-015,TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED RED (2LAL4L),TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED RED (2LAL4L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205927,Uncategorized Items,Uncategorized Items,N37TEKNIC-016,TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED AMBER (2LAL5L),TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED AMBER (2LAL5L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205928,Uncategorized Items,Uncategorized Items,N37TEKNIC-017,TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED BLUE (2LAL6L),TEKNIC SPARE LENS FOR ILLUMINATED ACTUATOR WITH LED BLUE (2LAL6L),231531,,,,,34.4,34.4,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205929,Uncategorized Items,Uncategorized Items,N37TEKNIC-018,TEKNIC EMERGENCY STOP YELLOW COLOUR 60MM Ø WITH BLACK CHARACTERS IN PLASTIC MATERIAL (2LP41),TEKNIC EMERGENCY STOP YELLOW COLOUR 60MM Ø WITH BLACK CHARACTERS IN PLASTIC MATERIAL (2LP41),231531,,,,,25.58,25.58,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205930,Uncategorized Items,Uncategorized Items,N37TEKNIC-019,"TEKNIC BLANKING PLUG 22.5 Ø HOLE, BLACK (2BP2)","TEKNIC BLANKING PLUG 22.5 Ø HOLE, BLACK (2BP2)",231531,,,,,31.75,31.75,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205931,Uncategorized Items,Uncategorized Items,N37MCB4P40A,"4POLE 40A MCB, MAKE- LEGRAND","4POLE 40A MCB, MAKE- LEGRAND",39121544,,,,,1540,1540,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205932,Uncategorized Items,Uncategorized Items,N37TEKNIC-028,"24V DC R PHASE INDICATION LAMP, MAKE -TEKNIC","24V DC R PHASE INDICATION LAMP, MAKE -TEKNIC",39121544,,,,,108.05,108.05,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205933,Uncategorized Items,Uncategorized Items,N37TEKNIC-029,"24V DC B PHASE INDICATION LAMP, MAKE -TEKNIC","24V DC B PHASE INDICATION LAMP, MAKE -TEKNIC",39121544,,,,,203.12,203.12,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205934,Uncategorized Items,Uncategorized Items,N37TEKNIC-030,"24V DC Y PHASE INDICATION LAMP, MAKE -TEKNIC","24V DC Y PHASE INDICATION LAMP, MAKE -TEKNIC",39121544,,,,,108.05,108.05,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205935,Uncategorized Items,Uncategorized Items,N37TRANSDUCER,"SINGLE PHASE TRANSDUCER, UT- 1241,SR.NO 06/13/017673/11/CLASS, INDEX 10.51, INPUT- 0-5A AC, OUTPUT 4-20MA DC, 500 OHM, AUX SUPPLY-230VAC, MAKE-STANDARD/ AEL","SINGLE PHASE TRANSDUCER, UT- 1241,SR.NO 06/13/017673/11/CLASS, INDEX 10.51, INPUT- 0-5A AC, OUTPUT 4-20MA DC, 500 OHM, AUX SUPPLY-230VAC, MAKE-STANDARD/ AEL",39121544,,,,,5134.33,5134.33,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205936,Uncategorized Items,Uncategorized Items,N37BULBCFL,"CFL BULB 42W/A/840/4P/LL, MAKE-BIAX TM, T/E L ONG LAST//O SRAM","CFL BULB 42W/A/840/4P/LL, MAKE-BIAX TM, T/E L ONG LAST//O SRAM",39121544,,,,,621.47,621.47,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205937,Uncategorized Items,Uncategorized Items,N37LEDBULB,"14W WARM WHITE LED BULB, MAKE- PHILIPS","14W WARM WHITE LED BULB, MAKE- PHILIPS",39121544,,,,,206.58,206.58,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205938,Uncategorized Items,Uncategorized Items,N37TEKNIC-020,TEKNIC 3PLBR4L240AC PILOT LIGHT RED COLOUR MAKE TEKNIC,TEKNIC 3PLBR4L240AC PILOT LIGHT RED COLOUR MAKE TEKNIC,231531,,,,,133.98,133.98,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205939,Uncategorized Items,Uncategorized Items,N37TEKNIC-021,"230 VAC WATERPROOF TEKNIC EMERGENCY STOP PUSH BUTTON, MODEL NAME: 2AML, SWITCH TYPE: WATERPROOF, BRAND -TEKNIC, MODEL NAME/ NUMBER: 2AML, POWER/VOLTAGE 230VAC, MATERIAL/ BODY: PLASTIC, COLOUR RED,","230 VAC WATERPROOF TEKNIC EMERGENCY STOP PUSH BUTTON, MODEL NAME: 2AML, SWITCH TYPE: WATERPROOF, BRAND -TEKNIC, MODEL NAME/ NUMBER: 2AML, POWER/VOLTAGE 230VAC, MATERIAL/ BODY: PLASTIC, COLOUR RED,",231531,,,,,121.01,121.01,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205940,Uncategorized Items,Uncategorized Items,N37TEKNIC-022,230V AC GREEN TEKNIC LUMINATED PUSH BUTTON,230V AC GREEN TEKNIC LUMINATED PUSH BUTTON,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205941,Uncategorized Items,Uncategorized Items,N37TEKNIC-023,230V AC ORANGE TEKNIC LLLUMINATED PUSH BUTTON,230V AC ORANGE TEKNIC LLLUMINATED PUSH BUTTON,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205942,Uncategorized Items,Uncategorized Items,N37TEKNIC-024,24V DC ORANGE TEKNIC LLUMINATED PUSH BUTTON,24V DC ORANGE TEKNIC LLUMINATED PUSH BUTTON,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205943,Uncategorized Items,Uncategorized Items,N37TEKNIC-025,230V AC RED TEKNIC LLUMINATED PUSH BUTTON,230V AC RED TEKNIC LLUMINATED PUSH BUTTON,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205944,Uncategorized Items,Uncategorized Items,N37TEKNIC-026,24V DC RED TEKNIC LLUMINATED PUSH BUTTON,24V DC RED TEKNIC LLUMINATED PUSH BUTTON,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205945,Uncategorized Items,Uncategorized Items,N37TEKNIC-027,PUSH BUTTON GREEN TEKNIC 2ALRF4L 24V AC/DC,PUSH BUTTON GREEN TEKNIC 2ALRF4L 24V AC/DC,231531,,,,,237.7,237.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205946,Uncategorized Items,Uncategorized Items,N37CONNECTOR-01,"DISTRIBUTON CONNECTOR, MAKE-CONNECTWELL/ELMEX 76A DB-16","DISTRIBUTON CONNECTOR, MAKE-CONNECTWELL/ELMEX 76A DB-16",39121544,,,,,228.19,228.19,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205947,Uncategorized Items,Uncategorized Items,N37CONNECTOR-02,"DISTRIBUTON CONNECTOR, MAKE-CONNECTWELL/ELMEX 125A DB-35","DISTRIBUTON CONNECTOR, MAKE-CONNECTWELL/ELMEX 125A DB-35",39121544,,,,,323.27,323.27,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 39121544, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205948,Uncategorized Items,Uncategorized Items,N35RETURNVALVE01,"WAFER TYPE MS NON RETURN VALVE, SIZE :- 2&quot;","WAFER TYPE MS NON RETURN VALVE, SIZE :- 2""",811418,,,,,701.86,701.86,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205949,Uncategorized Items,Uncategorized Items,N35RETURNVALVE02,"WAFER TYPE MS NON RETURN VALVE, SIZE  :-2.5&quot;","WAFER TYPE MS NON RETURN VALVE, SIZE  :-2.5""",811418,,,,,866,866,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205950,Uncategorized Items,Uncategorized Items,N36SCRWDRIVERST,7PCS INSULATED SCD SET B220.007 BHACO,7PCS INSULATED SCD SET B220.007 BHACO,27111704,,,,,2989,2989,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 27111704, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205951,Uncategorized Items,Uncategorized Items,N38LMSW8191014,E-T-A 3120-N321-P7T1-W01D-x3120-M2P7M-240V-20A,E-T-A 3120-N321-P7T1-W01D-x3120-M2P7M-240V-20A,231534,,,,,5000,5000,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205952,Uncategorized Items,Uncategorized Items,N36CENTRLGERBX-01,"GEAR BOX, SR. NO 1000982, SIZE -2&quot;, RATIO 20:1, TYPE- NU, MAKE - ELECON","GEAR BOX, SR. NO 1000982, SIZE -2"", RATIO 20:1, TYPE- NU, MAKE - ELECON",31261504,,,,,16024.27,16024.27,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 31261504, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205953,Uncategorized Items,Uncategorized Items,N36CENTRLGERBX-02,"GEAR BOX, SR. NO 1002562, SIZE -6&quot;, RATIO 50:1, TYPE-SNU, MAKE - ELECON","GEAR BOX, SR. NO 1002562, SIZE -6"", RATIO 50:1, TYPE-SNU, MAKE - ELECON",31261504,,,,,86741.98,86741.98,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 31261504, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205954,Uncategorized Items,Uncategorized Items,N36SEALPU-04,"WEAR RING T-3MM, W-5MM, L-130MM","WEAR RING T-3MM, W-5MM, L-130MM",231531,,,,,470,470,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205955,Uncategorized Items,Uncategorized Items,N36QRCBSP-01,QUICK RELEASE COUPLING MS MATERIAL NOMINAL SIZE 1/2&quot; BSP,"QUICK RELEASE COUPLING MS MATERIAL NOMINAL SIZE 1/2"" BSP",231531,,,,,910,910,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205956,Uncategorized Items,Uncategorized Items,N36ELBOWBSP-02,"1/4&quot; BSP MALE X 1/2&quot; BSP MALE 90 DEGREE ELBOW ADAPTER, MOC- BRASS / MS","1/4"" BSP MALE X 1/2"" BSP MALE 90 DEGREE ELBOW ADAPTER, MOC- BRASS / MS",231531,,,,,164,164,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205957,Uncategorized Items,Uncategorized Items,N35FACI7770350,"Air Pressure Gauge, Model: AA.F2.3BM.0/10 Kg/Cm2, Dial Size: 100 mm, MOC: Case MS Powder Coated, Internal Copper Alloy,Accuracy:2.5%, Process Temp.: 150 Deg C, Conn.:3/8&quot;BSP, Bottom, Range: 0...10 Kg/Cm2, Make-Baumer","Air Pressure Gauge, Model: AA.F2.3BM.0/10 Kg/Cm2, Dial Size: 100 mm, MOC: Case MS Powder Coated, Internal Copper Alloy,Accuracy:2.5%, Process Temp.: 150 Deg C, Conn.:3/8""BSP, Bottom, Range: 0...10 Kg/Cm2, Make-Baumer",811418,,,,,628.39,628.39,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205958,Uncategorized Items,Uncategorized Items,N35FACI7770351,"Air Pressure Gauge, Model: AA.H2.3BM.0/16 Kg/Cm2, Dial Size: 150 mm, MOC: Case MS Powder Coated,Internal Cu Alloy, Accuracy:2.5%, Process Temp.: 150 Deg C,Conn.:3/8&quot;BSP, Bottom Range:0.to 10/16 Kg/Cm2, Make-Baumer","Air Pressure Gauge, Model: AA.H2.3BM.0/16 Kg/Cm2, Dial Size: 150 mm, MOC: Case MS Powder Coated,Internal Cu Alloy, Accuracy:2.5%, Process Temp.: 150 Deg C,Conn.:3/8""BSP, Bottom Range:0.to 10/16 Kg/Cm2, Make-Baumer",811418,,,,,1170.7,1170.7,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205959,Uncategorized Items,Uncategorized Items,N35FACSPARE20013,6&quot; CHAMPION RING GASKET,"6"" CHAMPION RING GASKET",811418,,,,,74.33,74.33,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 811418, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205960,Uncategorized Items,Uncategorized Items,N36FITT0070145,"Hydraulic fitting (⌀26.80 OD,2mm pitch) X (⌀25.80 OD, 1.5mm pitch) with 18mm pipe ferul and nut","Hydraulic fitting (⌀26.80 OD,2mm pitch) X (⌀25.80 OD, 1.5mm pitch) with 18mm pipe ferul and nut",231531,,,,,750.72,750.72,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205961,Uncategorized Items,Uncategorized Items,N36FITT0070146,"Hydraulic fitting (⌀29.80 OD,2mm pitch)with 20 mm pipe ferul and nut) X (⌀25.80 OD,1.5mm pitch) with 18mm ferul and nut","Hydraulic fitting (⌀29.80 OD,2mm pitch)with 20 mm pipe ferul and nut) X (⌀25.80 OD,1.5mm pitch) with 18mm ferul and nut",231531,,,,,1262.83,1262.83,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205962,Uncategorized Items,Uncategorized Items,N71EDUWAYMAGBUT,"Eduway make Magnetic Button- Mixed color, Size-30mm","Eduway make Magnetic Button- Mixed color, Size-30mm",231531,,,,,15.56,15.56,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231531, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205963,Uncategorized Items,Uncategorized Items,N37GASPIPE,"Gas Pipe, ID-6mm, As per Standard","Gas Pipe, ID-6mm, As per Standard",231534,,,,,115.54,115.54,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205964,Uncategorized Items,Uncategorized Items,N37OLIVEFIT,"Olive Fittings, MOC- Brass, Size-3/8&quot; *6mm","Olive Fittings, MOC- Brass, Size-3/8"" *6mm",231534,,,,,61.74,61.74,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205965,Uncategorized Items,Uncategorized Items,N37BRASSNIP,"Brass Nipple- Straight- 6*20mm Long, MOC brass","Brass Nipple- Straight- 6*20mm Long, MOC brass",231534,,,,,70.56,70.56,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205966,Uncategorized Items,Uncategorized Items,N37CLIPGAS,"Clip-SS, 8mm OD","Clip-SS, 8mm OD",231534,,,,,61.74,61.74,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205967,Uncategorized Items,Uncategorized Items,N37FLASSGSE,"Flash Back Arrestor, GCE Flash Back arrestor 2 Function torch end 3/8 RH Oxygen","Flash Back Arrestor, GCE Flash Back arrestor 2 Function torch end 3/8 RH Oxygen",231534,,,,,2382,2382,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205968,Uncategorized Items,Uncategorized Items,N56KLUBERNBU,Kluber make grease isolex NBU 15FOR,Kluber make grease isolex NBU 15FOR,151219,,,,,15847.18,15847.18,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - KGM, UNSPSC - 151219, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205969,Uncategorized Items,Uncategorized Items,N31ALKEY-01,"1/4 ALLEN KEY, MAKE- KING TONY/MULTITEC/TAPARIA MOQ-10","1/4 ALLEN KEY, MAKE- KING TONY/MULTITEC/TAPARIA MOQ-10",27111704,,,,,57.05,57.05,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 27111704, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205970,Uncategorized Items,Uncategorized Items,N38MISC9999126,"SELEC ON DELAY / INTERVAL, 6 TIME RANGES, XT264-3 -72x72mm","SELEC ON DELAY / INTERVAL, 6 TIME RANGES, XT264-3 -72x72mm",231534,,,,,1408.55,1408.55,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205971,Uncategorized Items,Uncategorized Items,N38DMGM4750007,"Pilz safety Unit, PNOZ x3, 230VAC, 24VDC,3no, 1nc, 1so, ID No-774318","Pilz safety Unit, PNOZ x3, 230VAC, 24VDC,3no, 1nc, 1so, ID No-774318",231534,,,,,19663.33,19663.33,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205972,Uncategorized Items,Uncategorized Items,N36FPTS3740178,"PL-1562/615L POLY V BELT 1.1/8&quot; WIDTH 6 RIBS, Make- Contitech","PL-1562/615L POLY V BELT 1.1/8"" WIDTH 6 RIBS, Make- Contitech",231534,,,,,1227.74,1227.74,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205973,Uncategorized Items,Uncategorized Items,N36BELT3740001,TIMING BELT 750 H WIDTH 38 MM,TIMING BELT 750 H WIDTH 38 MM,231534,,,,,1056.64,1056.64,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
add/edit,205974,Uncategorized Items,Uncategorized Items,N36FPTS3740230,TIMING BELT 800 H WITH 40 MMM,TIMING BELT 800 H WITH 40 MMM,231534,,,,,1166.89,1166.89,100,1,YES,/kalika-images/noimage.jpg,,"Unit_of_Measure - EA, UNSPSC - 231534, Lead Time - 21 days, Sys_Num_Images - "
